text,intent
"Please, I'm not sure but i see a suspicious transaction",fraud_report
I CAN'T ACCESS MY ACCOUNT!!!,account_blocked
URGENT: Why is my account blocked?,account_blocked
Check my account balance,balance_inquiry
URGENT: I can't access my account,account_blocked
URGENT: Can I pay with mobile money?,payment_methods
How do I get a loan?,loan_inquiry
I see a suspicious transaction,fraud_report
I see a suspicious transaction,fraud_report
URGENT: Requesting refund for a transaction,refund_request
"Please, I'm not sure but requesting refund for a transaction",refund_request
"Please, I'm not sure but i want a refund",refund_request
I want a refund,refund_request
URGENT: How do I get my money back?,refund_request
CHANGE MY PHONE NUMBER!!!,account_update
I want a refund,refund_request
Unauthorized transaction detected,fraud_report
URGENT: How do I get my money back?,refund_request
Unauthorized transaction detected,fraud_report
Why is my account blocked?,account_blocked
DO YOU ACCEPT DEBIT CARDS?!!!,payment_methods
URGENT: How do I update my details?,account_update
MONEY DIDN'T GO THROUGH!!!,transaction_failed
I FORGOT MY PASSWORD!!!,password_reset
Check my account balance,balance_inquiry
URGENT: Help me reset my password,password_reset
Transfer not successful,transaction_failed
URGENT: I forgot my password,password_reset
HOW MUCH MONEY DO I HAVE?!!!,balance_inquiry
Change my phone number,account_update
How much money do I have?,balance_inquiry
Transfer not successful,transaction_failed
CAN I APPLY FOR A LOAN?!!!,loan_inquiry
"Please, I'm not sure but verification code not received",otp_issue
URGENT: Update email address,account_update
"Please, I'm not sure but how do i get my money back?",refund_request
Unauthorized transaction detected,fraud_report
Can I pay with mobile money?,payment_methods
I see a suspicious transaction,fraud_report
Can I pay with mobile money?,payment_methods
"Please, I'm not sure but verification code not received",otp_issue
"Can't log in, password not working",password_reset
"Please, I'm not sure but i didn't receive otp",otp_issue
"Please, I'm not sure but my account got locked",account_blocked
Verification code not received,otp_issue
How do I update my details?,account_update
HOW DO I GET A LOAN?!!!,loan_inquiry
URGENT: How do I update my details?,account_update
What payment methods do you accept?,payment_methods
URGENT: Can I apply for a loan?,loan_inquiry
Can I pay with mobile money?,payment_methods
Do you accept debit cards?,payment_methods
How do I get a loan?,loan_inquiry
My transaction failed,transaction_failed
Check my account balance,balance_inquiry
How do I get a loan?,loan_inquiry
CAN I PAY WITH MOBILE MONEY?!!!,payment_methods
"Please, I'm not sure but otp not coming",otp_issue
I can't access my account,account_blocked
Update email address,account_update
"Please, I'm not sure but what is my balance?",balance_inquiry
URGENT: Why is my account blocked?,account_blocked
"Can't log in, password not working",password_reset
Verification code not received,otp_issue
URGENT: Why is my account blocked?,account_blocked
WHY IS MY ACCOUNT BLOCKED?!!!,account_blocked
How do I update my details?,account_update
"Please, I'm not sure but how do i get my money back?",refund_request
Update email address,account_update
CHANGE MY PHONE NUMBER!!!,account_update
Unauthorized transaction detected,fraud_report
DO YOU ACCEPT DEBIT CARDS?!!!,payment_methods
How do I update my details?,account_update
CHECK MY ACCOUNT BALANCE!!!,balance_inquiry
"URGENT: Can't log in, password not working",password_reset
URGENT: My account got locked,account_blocked
URGENT: How do I get my money back?,refund_request
URGENT: I forgot my password,password_reset
URGENT: Update email address,account_update
URGENT: Can I apply for a loan?,loan_inquiry
"Please, I'm not sure but check my account balance",balance_inquiry
Can I apply for a loan?,loan_inquiry
"Please, I'm not sure but i can't access my account",account_blocked
"Please, I'm not sure but what is my balance?",balance_inquiry
URGENT: Can I apply for a loan?,loan_inquiry
Update email address,account_update
How do I get a loan?,loan_inquiry
I WANT A REFUND!!!,refund_request
VERIFICATION CODE NOT RECEIVED!!!,otp_issue
Change my phone number,account_update
"Please, I'm not sure but update email address",account_update
URGENT: My account got locked,account_blocked
Do you accept debit cards?,payment_methods
HELP ME RESET MY PASSWORD!!!,password_reset
URGENT: Help me reset my password,password_reset
How much money do I have?,balance_inquiry
VERIFICATION CODE NOT RECEIVED!!!,otp_issue
My transaction failed,transaction_failed
Can I apply for a loan?,loan_inquiry
UNAUTHORIZED TRANSACTION DETECTED!!!,fraud_report
URGENT: Help me reset my password,password_reset
Requesting refund for a transaction,refund_request
Can I pay with mobile money?,payment_methods
"Please, I'm not sure but how do i get my money back?",refund_request
URGENT: Why is my account blocked?,account_blocked
URGENT: Verification code not received,otp_issue
URGENT: Can I pay with mobile money?,payment_methods
URGENT: I see a suspicious transaction,fraud_report
"Please, I'm not sure but update email address",account_update
URGENT: Loan options available?,loan_inquiry
URGENT: I didn't receive OTP,otp_issue
URGENT: I see a suspicious transaction,fraud_report
What payment methods do you accept?,payment_methods
I see a suspicious transaction,fraud_report
I CAN'T ACCESS MY ACCOUNT!!!,account_blocked
URGENT: I can't access my account,account_blocked
CHANGE MY PHONE NUMBER!!!,account_update
I see a suspicious transaction,fraud_report
Update email address,account_update
I see a suspicious transaction,fraud_report
CAN I PAY WITH MOBILE MONEY?!!!,payment_methods
"Please, I'm not sure but can i pay with mobile money?",payment_methods
Can I pay with mobile money?,payment_methods
TRANSFER NOT SUCCESSFUL!!!,transaction_failed
I see a suspicious transaction,fraud_report
"Please, I'm not sure but what is my balance?",balance_inquiry
URGENT: Update email address,account_update
HOW DO I GET A LOAN?!!!,loan_inquiry
What payment methods do you accept?,payment_methods
WHAT PAYMENT METHODS DO YOU ACCEPT?!!!,payment_methods
"Please, I'm not sure but someone used my account",fraud_report
I can't access my account,account_blocked
Unauthorized transaction detected,fraud_report
Help me reset my password,password_reset
"Please, I'm not sure but do you accept debit cards?",payment_methods
I CAN'T ACCESS MY ACCOUNT!!!,account_blocked
Transfer not successful,transaction_failed
Update email address,account_update
Can I apply for a loan?,loan_inquiry
I DIDN'T RECEIVE OTP!!!,otp_issue
Why is my account blocked?,account_blocked
Change my phone number,account_update
Help me reset my password,password_reset
URGENT: How do I get a loan?,loan_inquiry
Verification code not received,otp_issue
"Please, I'm not sure but what payment methods do you accept?",payment_methods
Can I apply for a loan?,loan_inquiry
URGENT: Help me reset my password,password_reset
"Please, I'm not sure but why is my account blocked?",account_blocked
Update email address,account_update
How do I get a loan?,loan_inquiry
URGENT: OTP not coming,otp_issue
Help me reset my password,password_reset
Verification code not received,otp_issue
"Please, I'm not sure but how do i get my money back?",refund_request
WHAT PAYMENT METHODS DO YOU ACCEPT?!!!,payment_methods
MY TRANSACTION FAILED!!!,transaction_failed
URGENT: Verification code not received,otp_issue
CHANGE MY PHONE NUMBER!!!,account_update
URGENT: I want a refund,refund_request
CHECK MY ACCOUNT BALANCE!!!,balance_inquiry
CHECK MY ACCOUNT BALANCE!!!,balance_inquiry
Unauthorized transaction detected,fraud_report
Loan options available?,loan_inquiry
UPDATE EMAIL ADDRESS!!!,account_update
What payment methods do you accept?,payment_methods
WHAT PAYMENT METHODS DO YOU ACCEPT?!!!,payment_methods
URGENT: Verification code not received,otp_issue
Verification code not received,otp_issue
I FORGOT MY PASSWORD!!!,password_reset
"Please, I'm not sure but what payment methods do you accept?",payment_methods
URGENT: Loan options available?,loan_inquiry
"Please, I'm not sure but requesting refund for a transaction",refund_request
WHAT PAYMENT METHODS DO YOU ACCEPT?!!!,payment_methods
"URGENT: Can't log in, password not working",password_reset
HOW MUCH MONEY DO I HAVE?!!!,balance_inquiry
Loan options available?,loan_inquiry
"Please, I'm not sure but change my phone number",account_update
Unauthorized transaction detected,fraud_report
"Please, I'm not sure but what payment methods do you accept?",payment_methods
I forgot my password,password_reset
Can I pay with mobile money?,payment_methods
"Please, I'm not sure but what is my balance?",balance_inquiry
I see a suspicious transaction,fraud_report
URGENT: Can I apply for a loan?,loan_inquiry
UNAUTHORIZED TRANSACTION DETECTED!!!,fraud_report
I SEE A SUSPICIOUS TRANSACTION!!!,fraud_report
Requesting refund for a transaction,refund_request
Verification code not received,otp_issue
Change my phone number,account_update
I forgot my password,password_reset
"Please, I'm not sure but what is my balance?",balance_inquiry
I can't access my account,account_blocked
My transaction failed,transaction_failed
I want a refund,refund_request
URGENT: Loan options available?,loan_inquiry
URGENT: Loan options available?,loan_inquiry
HELP ME RESET MY PASSWORD!!!,password_reset
Can I apply for a loan?,loan_inquiry
I forgot my password,password_reset
Why is my account blocked?,account_blocked
Unauthorized transaction detected,fraud_report
How much money do I have?,balance_inquiry
"Please, I'm not sure but i see a suspicious transaction",fraud_report
"Please, I'm not sure but check my account balance",balance_inquiry
I FORGOT MY PASSWORD!!!,password_reset
I WANT A REFUND!!!,refund_request
URGENT: How do I update my details?,account_update
What payment methods do you accept?,payment_methods
"Please, I'm not sure but how do i update my details?",account_update
"Please, I'm not sure but i can't access my account",account_blocked
"Can't log in, password not working",password_reset
How do I get a loan?,loan_inquiry
What payment methods do you accept?,payment_methods
URGENT: I forgot my password,password_reset
"Please, I'm not sure but can i pay with mobile money?",payment_methods
I FORGOT MY PASSWORD!!!,password_reset
What payment methods do you accept?,payment_methods
Can I apply for a loan?,loan_inquiry
I forgot my password,password_reset
URGENT: How do I update my details?,account_update
Money didn't go through,transaction_failed
"Please, I'm not sure but check my account balance",balance_inquiry
Help me reset my password,password_reset
How do I update my details?,account_update
How do I get a loan?,loan_inquiry
"Please, I'm not sure but verification code not received",otp_issue
URGENT: Why is my account blocked?,account_blocked
How much money do I have?,balance_inquiry
Help me reset my password,password_reset
"Please, I'm not sure but i want a refund",refund_request
Loan options available?,loan_inquiry
URGENT: How do I get my money back?,refund_request
I want a refund,refund_request
URGENT: I didn't receive OTP,otp_issue
MONEY DIDN'T GO THROUGH!!!,transaction_failed
Can I apply for a loan?,loan_inquiry
Why is my account blocked?,account_blocked
URGENT: Can I pay with mobile money?,payment_methods
"Can't log in, password not working",password_reset
"Please, I'm not sure but what is my balance?",balance_inquiry
